facility_id,name,city,state,county,lat,lon,field_office,cbsa_name,cbsa_type,days_midnight,avg_midnight_pop,max_midnight_pop
IWAHOLD,AZ Removal Operation Coord Center (Arocc),Mesa,AZ,Maricopa,33.30339444,-111.6627399,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,304.0,60.1,499.0
ABRXSPA,Abraxas Academy,Morgantown,PA,Berks,40.19181355,-75.91580532,Philadelphia,"Reading, PA",Metro,43.0,0.6,5.0
ADAMSMS,Adams County Correctional Center,Natchez,MS,Adams,31.55764769,-91.22127871,New Orleans,"Natchez, MS-LA",Micro,365.0,2158.8,2563.0
ADDCOVT,Addison County Jail,Middlebury,VT,Addison,44.01144984,-73.16365678,Boston,,Rural,0.0,0.0,0.0
ADLNTCA,Adelanto ICE Processing Center,Adelanto,CA,San Bernardino,34.55993666,-117.4388741,Los Angeles,"Riverside-San Bernardino-Ontario, CA",Metro,365.0,1337.9,1932.0
ADVHBCA,Adventist Health Bakersfield,Bakersfield,CA,Kern,35.38320895,-119.0205378,San Francisco,"Bakersfield-Delano, CA",Metro,4.0,0.0,1.0
ADVHCHI,Adventist Health Castle,Kailua,HI,Honolulu,21.38062035,-157.7576827,San Francisco,"Urban Honolulu, HI",Metro,0.0,0.0,0.0
ADVHDCA,Adventist Health Delano,Delano,CA,Kern,35.76232272,-119.2389025,San Francisco,"Bakersfield-Delano, CA",Metro,0.0,0.0,0.0
AGC,Aguadilla Service Processing Center,Aguadilla,PR,Aguadilla,18.49562533,-67.14344217,Miami,"Aguadilla, PR",Metro,80.0,3.2,55.0
ALAMCNC,Alamance County Detention Center,Graham,NC,Alamance,36.06825389,-79.40362386,Atlanta,"Burlington, NC",Metro,249.0,17.4,49.0
ALAMOTX,Alamo Police Department,Alamo,TX,Hidalgo,26.18684613,-98.11078218,Harlingen,"McAllen-Edinburg-Mission, TX",Metro,2.0,0.0,14.0
ALMHOLD,Alamosa Hold Room,Alamosa,CO,Alamosa,37.45111503,-105.8659922,Denver,"Alamosa, CO",Micro,7.0,0.0,2.0
ALEXAVA,Alexandria City Jail,Alexandria,VA,Alexandria,38.79792346,-77.06462629,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,14.0,0.0,1.0
JENATLA,Alexandria Staging Facility,Alexandria,LA,Rapides,31.3175636,-92.53649027,New Orleans,"Alexandria, LA",Metro,365.0,377.4,631.0
ALLEGNY,Allegany County Jail,Belmont,NY,Allegany,42.2125682,-78.01703328,Buffalo,,Rural,355.0,7.9,21.0
ALLEGVA,Alleghany County Jail,Covington,VA,Covington,37.7927241,-79.99578035,Washington,,Rural,1.0,0.0,1.0
APPSCLA,Allen Parish Public Safety Complex,Oberlin,LA,Allen,30.62356505,-92.78271897,New Orleans,,Rural,365.0,152.4,192.0
AHGRFND,Altru Hospital Grand Forks,Grand Forks,ND,Grand Forks,47.91064662,-97.06872998,St Paul,"Grand Forks, ND-MN",Metro,5.0,0.0,1.0
APIBHCA,Alvarado Parkway Institute,La Mesa,CA,San Diego,32.77458776,-117.0441556,San Diego,"San Diego-Chula Vista-Carlsbad, CA",Metro,166.0,1.7,5.0
AMHERVA,Amherst County Jail,Madison Heights,VA,Amherst,37.40853902,-79.09350065,Washington,"Lynchburg, VA",Metro,6.0,0.0,1.0
AGMDCCA,Anaheim Global Medical Center,Anaheim,CA,Orange,33.81984189,-117.9092551,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,84.0,0.5,3.0
ANCHOAK,Anchorage Correctional Complex,Anchorage,AK,Anchorage,61.21848468,-149.8568744,Seattle,"Anchorage, AK",Metro,273.0,3.9,43.0
ANCHOLD,Anchorage Sub-Office Hold Room,Anchorage,AK,Anchorage,61.21236695,-149.8722869,Seattle,"Anchorage, AK",Metro,1.0,0.0,3.0
ANSGHTX,Anson General Hospital,Anson,TX,Jones,32.76791074,-99.89514243,Dallas,"Abilene, TX",Metro,0.0,0.0,0.0
AKANVIL,"Anvil Mountain Correctional Institution, Nome",Nome,AK,Nome,64.5376119,-165.4121958,Seattle,,Rural,3.0,0.0,1.0
ARAPACO,Arapahoe County Jail,Centennial,CO,Arapahoe,39.58144095,-104.8326118,Denver,"Denver-Aurora-Centennial, CO",Metro,0.0,0.0,0.0
AZSVCPC,Arizona State Prison - Yuma,San Luis,AZ,Yuma,32.50243458,-114.6465752,Phoenix,"Yuma, AZ",Metro,0.0,0.0,0.0
ARRMCCA,Arrowhead Regional Medical Center,Colton,CA,San Bernardino,34.07398698,-117.351356,Los Angeles,"Riverside-San Bernardino-Ontario, CA",Metro,28.0,0.1,2.0
AFRC,Artesia Family Residential Center,Artesia,NM,Eddy,32.85731048,-104.4129082,El Paso,"Carlsbad-Artesia, NM",Micro,0.0,0.0,0.0
ATLHOLD,Atlanta District Hold Room,Atlanta,GA,Fulton,33.74958147,-84.39736522,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",Metro,363.0,40.3,100.0
ATLANGA,Atlanta Pretrial Detention Center,Atlanta,GA,Fulton,33.74728512,-84.39542925,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",Metro,1.0,0.0,1.0
BIINCCO,"BI Incororated, Geo Group Company",Aurora,CO,Adams,39.76087267,-104.8491804,Denver,"Denver-Aurora-Centennial, CO",Metro,3.0,0.0,1.0
ABIRJVA,BRRJ Abingdon,Abingdon,VA,Washington,36.73258655,-81.91168152,Washington,"Kingsport-Bristol, TN-VA",Metro,31.0,0.9,47.0
HLFRJVA,BRRJ Halifax,Halifax,VA,Halifax,36.76491657,-78.92995941,Washington,,Rural,1.0,0.0,1.0
LYNRJVA,BRRJ Lynchburg,Lynchburg,VA,Lynchburg,37.41283622,-79.14506302,Washington,"Lynchburg, VA",Metro,29.0,0.1,5.0
FLBAKCI,Baker CI,Sanderson,FL,Baker,30.21764047,-82.36717399,Miami,"Jacksonville, FL",Metro,190.0,399.8,1006.0
BAKERFL,Baker County Detention Center,Macclenny,FL,Baker,30.29585011,-82.12157801,Miami,"Jacksonville, FL",Metro,365.0,268.0,314.0
BALDWAL,Baldwin County Correctional Center,Bay Minette,AL,Baldwin,30.88542951,-87.77481125,New Orleans,"Daphne-Fairhope-Foley, AL",Metro,166.0,8.0,47.0
BALHOLD,Baltimore Hold Room,Baltimore,MD,Baltimore,39.28809309,-76.61669655,Baltimore,"Baltimore-Columbia-Towson, MD",Metro,363.0,54.9,181.0
BIMDCAZ,Banner Ironwood Medical Center,Queen Creek,AZ,Pinal,33.21459325,-111.5655306,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,20.0,0.1,1.0
BNMCTAZ,Banner Medical Center Tucson,Tucson,AZ,Pima,32.24189358,-110.9463954,Phoenix,"Tucson, AZ",Metro,55.0,0.3,1.0
BANHOAZ,Banner University Medical Phoenix,Phoenix,AZ,Maricopa,33.46461231,-112.0596058,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,43.0,0.2,1.0
BMCSATX,Baptist Medical Center,San Antonio,TX,Bexar,29.4336342,-98.49266839,San Antonio,"San Antonio-New Braunfels, TX",Metro,2.0,0.0,1.0
BRLHOAK,Bartlett Regional Hospital,Juneau,AK,Juneau,58.32899842,-134.4646689,Seattle,"Juneau, AK",Micro,0.0,0.0,0.0
BARTOGA,Bartow County Jail,Cartersville,GA,Bartow,34.19115492,-84.77817847,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",Metro,0.0,0.0,0.0
BAYCOFL,Bay County,Panama City,FL,Bay,30.22608007,-85.56210812,Miami,"Panama City-Panama City Beach, FL",Metro,0.0,0.0,0.0
BAYAMPR,Bayamon Hospital,Bayamon,PR,Bayamón,18.36788498,-66.15406202,Miami,"San Juan-Bayamón-Caguas, PR",Metro,3.0,0.0,1.0
BSTAYTX,Baylor Scott White MD Center,Taylor,TX,Williamson,30.59101955,-97.41537909,San Antonio,"Austin-Round Rock-San Marcos, TX",Metro,10.0,0.0,1.0
BEDCITX,Bedford City Jail,Bedford,TX,Tarrant,32.8421008,-97.13128261,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,365.0,1.0,1.0
BELCOTX,Bell County Jail,Belton,TX,Bell,31.03740252,-97.48836687,Houston,"Killeen-Temple, TX",Metro,97.0,0.5,6.0
BEHOSNY,"Bellevue Hospital, Manhattan",New York,NY,New York,40.73954825,-73.97633468,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,0.0,0.0,0.0
BERNANM,Bernalillo County Detention Center,Albuquerque,NM,Bernalillo,35.08924662,-106.650944,El Paso,"Albuquerque, NM",Metro,0.0,0.0,0.0
BIDHPMA,Beth Israel Deaconess Hospital,Plymouth,MA,Plymouth,41.94299198,-70.64528011,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,97.0,0.6,3.0
SPMHOLD,Bishop Henry Whipple Federal Building,Fort Snelling,MN,Hennepin,44.89410469,-93.19490987,St Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,108.0,7.8,165.0
BLOJVTN,Blount County Juvenile Detention Center,Maryville,TN,Blount,35.75459515,-83.96930017,New Orleans,"Knoxville, TN",Metro,82.0,0.2,1.0
BLBNATX,Bluebonnet Detention Facility,Anson,TX,Jones,32.76764511,-99.88808411,Dallas,"Abilene, TX",Metro,365.0,1041.2,1200.0
BOONEKY,Boone County Jail,Burlington,KY,Boone,39.03647808,-84.72845962,Chicago,"Cincinnati, OH-KY-IN",Metro,365.0,194.0,221.0
BOSHOLD,Boston Hold Room,Burlington,MA,Middlesex,42.48263463,-71.20887224,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,336.0,16.0,130.0
BPC,Boston Service Processing Center,Boston,MA,Suffolk,42.36782376,-71.0520908,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,12.0,0.1,2.0
BOURBKY,Bourbon County Detention Center,Paris,KY,Bourbon,38.22415834,-84.24592753,Chicago,"Lexington-Fayette, KY",Metro,119.0,2.7,24.0
BRDFDFL,Bradford County Jail,Starke,FL,Bradford,29.95411301,-82.10957797,Miami,,Rural,0.0,0.0,0.0
BREVDFL,Brevard County Jail Complex,Cocoa,FL,Brevard,28.44815289,-80.78176892,Miami,"Palm Bay-Melbourne-Titusville, FL",Metro,190.0,1.0,8.0
BSAHOLD,Broadview Service Staging,Broadview,IL,Cook,41.86800572,-87.86604184,Chicago,"Chicago-Naperville-Elgin, IL-IN",Metro,276.0,26.1,218.0
BROHOMI,Bronson Methodist Hospital,Kalamazoo,MI,Kalamazoo,42.28462557,-85.58040992,Detroit,"Kalamazoo-Portage, MI",Metro,0.0,0.0,0.0
BROKSTX,Brooks County Detention Center,Falfurrias,TX,Brooks,27.24768503,-98.12648551,Harlingen,"Alice, TX",Micro,124.0,9.1,82.0
BROMMNY,Broome County Correctional Facility,Binghamton,NY,Broome,42.13245472,-75.91667444,Buffalo,"Binghamton, NY",Metro,326.0,30.0,56.0
BROJAFL,Broward County Jail,Fort Lauderdale,FL,Broward,26.11614231,-80.14209399,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,285.0,2.5,11.0
BRGMCFL,Broward General Medical Center,Fort Lauderdale,FL,Broward,26.10258902,-80.14083798,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,83.0,0.5,3.0
WCCPBFL,Broward Transitional Center,Pompano Beach,FL,Broward,26.27717618,-80.15089668,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,365.0,638.2,710.0
BROWNWI,Brown County Jail,Green Bay,WI,Brown,44.52205942,-87.93163593,Chicago,"Green Bay, WI",Metro,72.0,0.6,12.0
BRWNSTX,Brownsville Police Department,Brownsville,TX,Cameron,25.90787598,-97.49835599,Harlingen,"Brownsville-Harlingen, TX",Metro,0.0,0.0,0.0
BRYANGA,Bryan County Jail,Pembroke,GA,Bryan,32.134516,-81.618418,Atlanta,"Savannah, GA",Metro,0.0,0.0,0.0
BTV,Buffalo (Batavia) Service Processing Center,Batavia,NY,Genesee,43.0204479,-78.20212174,Buffalo,"Batavia, NY",Micro,365.0,707.8,909.0
BFLHPNY,Buffalo General Hospital,Buffalo,NY,Erie,42.90083971,-78.86576317,Buffalo,"Buffalo-Cheektowaga, NY",Metro,45.0,0.2,1.0
CBPHOLD,Buffalo USBP Hold Room,Cheektowaga,NY,Erie,42.93765609,-78.71391502,Buffalo,"Buffalo-Cheektowaga, NY",Metro,43.0,0.6,20.0
BURLEND,Burleigh County Detention Center,Bismarck,ND,Burleigh,46.79632959,-100.7263795,St Paul,"Bismarck, ND",Metro,301.0,13.0,53.0
BURNETX,Burnet County Jail,Burnet,TX,Burnet,30.74152144,-98.2530483,San Antonio,,Rural,1.0,0.0,4.0
BUTLEOH,Butler County Sheriff?s Office,Hamilton,OH,Butler,39.38790911,-84.55572745,Detroit,"Cincinnati, OH-KY-IN",Metro,365.0,316.2,438.0
CBPORIL,CBP O?Hare Airport Terminal 5 BC Ext,Chicago,IL,Cook,41.9747326,-87.89089245,Chicago,"Chicago-Naperville-Elgin, IL-IN",Metro,5.0,0.0,1.0
CCANOOH,CCA Northeast OH Corrections,Youngstown,OH,Mahoning,41.13134916,-80.63152281,Detroit,"Youngstown-Warren, OH",Metro,365.0,204.4,269.0
MPSIPAN,CNMI Department of Corrections,"Susupe, Saipan",MP,Saipan,15.1581786,145.7073558,San Francisco,,Rural,365.0,16.0,27.0
CBRRSNC,Cabarrus County Jail,Concord,NC,Cabarrus,35.40932859,-80.5779668,Atlanta,"Charlotte-Concord-Gastonia, NC-SC",Metro,69.0,0.3,6.0
CACHEUT,Cache County Jail,Logan,UT,Cache,41.73712224,-111.8657437,Salt Lake City,"Logan, UT-ID",Metro,61.0,0.6,12.0
CALHOMI,Calhoun County Correctional Center,Battle Creek,MI,Calhoun,42.31641023,-85.17578658,Detroit,"Battle Creek, MI",Metro,365.0,170.7,225.0
CACTYCA,California City Detention Facility,California City,CA,Kern,35.15290316,-117.8589979,San Francisco,"Bakersfield-Delano, CA",Metro,196.0,558.9,1820.0
CASPSAC,California State Prison-Sacramento,Represa,CA,Sacramento,38.7034219,-121.1604177,San Francisco,"Sacramento-Roseville-Folsom, CA",Metro,0.0,0.0,0.0
CAMBRPA,"Cambria County Jail, PA",Ebensburg,PA,Cambria,40.48440374,-78.70141182,Philadelphia,"Johnstown, PA",Metro,148.0,16.3,105.0
CAMERTX,Cameron County Jail,Olmito,TX,Cameron,25.90778902,-97.49519098,Harlingen,"Brownsville-Harlingen, TX",Metro,0.0,0.0,0.0
CPBDCKY,Campbell County Detention Center,Newport,KY,Campbell,39.08871276,-84.49675045,Chicago,"Cincinnati, OH-KY-IN",Metro,362.0,113.5,152.0
CAMCOWY,Campbell County Jail,Gillette,WY,Campbell,44.2772226,-105.512222,Denver,"Gillette, WY",Micro,50.0,0.2,7.0
CARDFVA,Caroline Detention Facility,Bowling Green,VA,Caroline,38.11157798,-77.26714497,Washington,,Rural,365.0,324.6,380.0
CARROMD,Carroll County Detention Center,Westminister,MD,Carroll,39.57217427,-76.98695782,Baltimore,"Baltimore-Columbia-Towson, MD",Metro,3.0,0.0,2.0
CGRMCAZ,Casa Grande Regional Medical Center,Casa Grande,AZ,Pinal,32.88130854,-111.7096158,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,103.0,0.6,2.0
CASCAMT,"Cascade County Jail, MT",Great Falls,MT,Cascade,47.46905431,-111.3676879,Salt Lake City,"Great Falls, MT",Metro,241.0,2.2,15.0
CASSCND,Cass County Jail,Fargo,ND,Cass,46.86958851,-96.83313991,St Paul,"Fargo, ND-MN",Metro,5.0,0.0,1.0
CASSCNE,Cass County Jail,Plattsmouth,NE,Cass,41.01179494,-95.88295697,St Paul,"Omaha, NE-IA",Metro,303.0,14.1,29.0
CATAHLA,Catahoula Correctional Center,Harrisonburg,LA,Catahoula,31.77501001,-91.83695296,New Orleans,,Rural,3.0,0.0,1.0
CCHRTTX,Cedar Crest Hospital Treat,Belton,TX,Bell,31.0214428,-97.47648886,Houston,"Killeen-Temple, TX",Metro,1.0,0.0,2.0
CNTGRIL,Centegra Hospital,Woodstock,IL,McHenry,42.27548004,-88.40086099,Chicago,"Chicago-Naperville-Elgin, IL-IN",Metro,6.0,0.0,1.0
CENTRVA,Centra Health,Lynchburg,VA,Lynchburg,37.41365911,-79.16925554,Washington,"Lynchburg, VA",Metro,35.0,0.2,1.0
CSSCHVA,Centra Southside Community Hospital,Farmville,VA,Prince Edward,37.30296686,-78.40435374,Washington,,Rural,2.0,0.0,1.0
CCRMHMN,Centracare Rice Memorial Hospital,Willmar,MN,Kandiyohi,45.11990989,-95.04560459,St Paul,"Willmar, MN",Micro,20.0,0.1,1.0
CCAFLAZ,Central Arizona Florence Correctional Center,Florence,AZ,Pinal,33.0440833,-111.3717718,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,365.0,512.8,697.0
JENADLA,Central Louisiana ICE Processing Center,Jena,LA,LaSalle,31.70820361,-92.15343938,New Orleans,,Rural,365.0,1160.1,1369.0
CVREGVA,Central VA Regional Jail,Orange,VA,Orange,38.22745369,-78.11670861,Washington,"Lake of the Woods, VA",Micro,27.0,0.1,2.0
CVANXCA,Central Valley Annex,Mcfarland,CA,Kern,35.66815665,-119.2289669,San Francisco,"Bakersfield-Delano, CA",Metro,50.0,0.1,1.0
CNTRHWA,Central Washington Hospital,Wenatchee,WA,Chelan,47.40723098,-120.3215965,Seattle,"Wenatchee-East Wenatchee, WA",Metro,0.0,0.0,0.0
CHANRAZ,Chandler Regional Medical Center,Chandler,AZ,Maricopa,33.29759274,-111.8747923,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,5.0,0.0,1.0
CHARLSC,Charleston County Correct,North Charleston,SC,Charleston,32.84545105,-80.01354428,Atlanta,"Charleston-North Charleston, SC",Metro,1.0,0.0,1.0
CHRLTFL,Charlotte County Jail,Punta Gorda,FL,Charlotte,26.91495297,-82.00683319,Miami,"Punta Gorda, FL",Metro,11.0,0.2,12.0
CHASEKS,Chase County Jail,Cottonwood Falls,KS,Chase,38.367077,-96.53842901,Chicago,"Emporia, KS",Micro,365.0,112.1,147.0
CHTHMGA,Chatham County Jail,Savannah,GA,Chatham,32.06669031,-81.16763009,Atlanta,"Savannah, GA",Metro,6.0,0.0,3.0
CHAVENM,Chavez Detention Center,Roswell,NM,Chaves,33.35126736,-104.5055643,El Paso,"Roswell, NM",Micro,247.0,1.7,14.0
CHSPKVA,Chesapeake City Jail,Chesapeake,VA,Chesapeake,36.71921713,-76.24997269,Washington,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro,104.0,0.7,23.0
CHFLDVA,Chesterfield County Jail,Chesterfield,VA,Chesterfield,37.37892798,-77.50784406,Washington,"Richmond, VA",Metro,0.0,0.0,0.0
MDLNDNE,Chi Health Midlands Hospital,Papillion,NE,Sarpy,41.13572389,-96.04030382,St Paul,"Omaha, NE-IA",Metro,1.0,0.0,1.0
CSLLFTX,Chi St. Luke?s HM Lufkin,Lufkin,TX,Angelina,31.33659801,-94.74156698,Houston,"Lufkin, TX",Micro,3.0,0.0,1.0
CHISLTX,Chi St. Luke?s Health Memorial,Livingston,TX,Polk,30.73109919,-94.93936652,Houston,,Rural,1.0,0.0,2.0
CHPHOVA,Chippenham Hospital - Richmond,Richmond,VA,Richmond,37.51445053,-77.52573356,Washington,"Richmond, VA",Metro,14.0,0.1,1.0
CHIPPMI,Chippewa County Correctional Facility,Sault Sainte Marie,MI,Chippewa,46.49743168,-84.34560789,Detroit,"Sault Ste. Marie, MI",Micro,365.0,37.9,49.0
VTCHTDN,Chittenden Regional Correctional Facility,South Burlington,VT,Chittenden,44.44639778,-73.20538039,Boston,"Burlington-South Burlington, VT",Metro,361.0,5.1,12.0
CHRISKY,Christian County Jail,Hopkinsville,KY,Christian,36.86780594,-87.49036804,Chicago,"Clarksville, TN-KY",Metro,168.0,45.9,137.0
CHSRHTX,Christus Santa Rosa Hospital - Medical,San Antonio,TX,Bexar,29.46614798,-98.69730904,San Antonio,"San Antonio-New Braunfels, TX",Metro,6.0,0.0,1.0
CIBOCNM,Cibola County Correctional Center,Milan,NM,Cibola,35.179948,-107.9073231,El Paso,,Rural,365.0,246.9,433.0
CIBOLNM,Cibola County Detention Center,Milan,NM,Cibola,35.179948,-107.9073231,El Paso,,Rural,5.0,0.0,7.0
CIBOGNM,Cibola General Hospital,Grants,NM,Cibola,35.16199028,-107.8271994,El Paso,,Rural,0.0,0.0,0.0
OKCIMMC,Cimarron Correctional Facility,Cushing,OK,Payne,35.94271099,-96.78172182,Dallas,"Stillwater, OK",Micro,365.0,412.2,634.0
CITRUFL,Citrus County Jail,Lecanto,FL,Citrus,28.84512779,-82.47693927,Miami,"Homosassa Springs, FL",Metro,1.0,0.0,1.0
CLARKIN,Clark County Jail,Jeffersonville,IN,Clark,38.27740338,-85.73700013,Chicago,"Louisville/Jefferson County, KY-IN",Metro,335.0,72.8,106.0
CLARKID,Clark County Jail (ID),Dubois,ID,Clark,44.1766347,-112.232917,Salt Lake City,,Rural,,,
CLARKIA,Clarke County Sheriff,Osceola,IA,Clarke,41.04467609,-93.76335286,St Paul,,Rural,,,
CLAYCIN,Clay County Jail,Brazil,IN,Clay,39.52372922,-87.11907555,Chicago,"Terre Haute, IN",Metro,365.0,249.2,339.0
CLINTPA,Clinton County Correctional Facility,Mcelhattan,PA,Clinton,41.15114278,-77.34937957,Philadelphia,"Lock Haven, PA",Micro,365.0,86.8,106.0
CLICONY,Clinton County Jail,Plattsburgh,NY,Clinton,44.7200284,-73.46672469,Buffalo,"Plattsburgh, NY",Micro,357.0,4.9,14.0
CLINTIN,Clinton County Sheriff?s Office,Frankfort,IN,Clinton,40.27934622,-86.50903267,Chicago,"Frankfort, IN",Micro,289.0,20.7,56.0
CBENDTX,Coastal Bend Detention Center,Robstown,TX,Nueces,27.73672232,-97.75480211,Harlingen,"Corpus Christi, TX",Metro,364.0,61.0,172.0
COBBJGA,Cobb County Sheriffs Office Adult Detention Center,Marietta,GA,Cobb,33.90856554,-84.57997695,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",Metro,0.0,0.0,0.0
COCONAZ,Coconino County Detention Facility,Flagstaff,AZ,Coconino,35.18722484,-111.6411599,Phoenix,"Flagstaff, AZ",Metro,0.0,0.0,0.0
COLLIFL,Collier County Sheriff,Naples,FL,Collier,26.12969965,-81.76343194,Miami,"Naples-Marco Island, FL",Metro,365.0,30.5,75.0
CODCCSP,Colorado Department of Corrections,Colorado Springs,CO,El Paso,38.81475392,-104.7586109,Denver,"Colorado Springs, CO",Metro,169.0,0.8,1.0
COLCASC,Columbia Care Center,Columbia,SC,Richland,34.07857594,-80.97888153,Atlanta,"Columbia, SC",Metro,191.0,3.9,7.0
COLUMFL,Columbia County Jail,Lake City,FL,Columbia,30.22030783,-82.64355617,Miami,"Lake City, FL",Micro,0.0,0.0,0.0
CONHOTX,Connally Memorial Medical Center,Floresville,TX,Wilson,29.15866293,-98.17490198,San Antonio,"San Antonio-New Braunfels, TX",Metro,0.0,0.0,0.0
